index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_value,profit_value,status,week,month,year,season,road,house_number,city,county,state,season_median,sell_price,increase_percent)
2521,2856100360,2015-04-09,465000.0,3,1,800,3060,1,0,0,4,6,800,0,1903,0,98117,47.6769,-122.389,1180,3060,542500.0,139500.0,Buy,15,4,2015,spring,NA,NA,NA,King County,Washington,545000.0,604500.0,30.0
2525,461002890,2014-06-19,499000.0,3,1,1840,5000,1,0,0,4,7,920,920,1910,0,98117,47.6808,-122.376,1220,5000,542500.0,149700.0,Buy,25,6,2014,spring,NA,NA,NA,King County,Washington,545000.0,648700.0,30.0
2528,2922701305,2015-04-02,470000.0,2,1,1520,4220,1,0,0,4,7,840,680,1910,0,98117,47.6876,-122.366,1120,5700,542500.0,141000.0,Buy,14,4,2015,spring,Northwest 145th Street,NA,NA,King County,Washington,545000.0,611000.0,30.0
2530,2880100675,2014-05-14,400000.0,2,1,980,2130,1,0,0,4,6,860,120,1918,0,98117,47.6769,-122.366,980,2800,542500.0,120000.0,Buy,20,5,2014,spring,Northwest 145th Street,NA,NA,King County,Washington,545000.0,520000.0,30.0
2545,7515000035,2015-04-24,395350.0,2,1,1060,5754,1,0,0,4,6,1060,0,1917,0,98117,47.6931,-122.372,1460,7200,542500.0,118605.0,Buy,17,4,2015,spring,Spring Drive,6,NA,King County,Washington,545000.0,513955.0,30.0
2556,472000015,2014-05-16,490000.0,2,1,1160,5000,1,0,0,4,8,1160,0,1937,0,98117,47.6865,-122.399,1750,5000,542500.0,147000.0,Buy,20,5,2014,spring,NA,NA,NA,King County,Washington,545000.0,637000.0,30.0
2560,4449800063,2015-04-03,435000.0,2,1,750,2786,1,0,0,5,7,750,0,1947,0,98117,47.6892,-122.393,1700,4653,542500.0,130500.0,Buy,14,4,2015,spring,NA,NA,NA,King County,Washington,545000.0,565500.0,30.0
2562,4443800940,2015-04-08,485000.0,4,1,1260,3880,1,0,0,5,7,860,400,1918,0,98117,47.687,-122.391,1000,3880,542500.0,145500.0,Buy,15,4,2015,spring,NA,NA,NA,King County,Washington,545000.0,630500.0,30.0
2585,7589200193,2014-11-10,535000.0,3,1,1090,3000,1,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,542500.0,160500.0,Buy,46,11,2014,fall,NA,NA,NA,King County,Washington,542500.0,695500.0,30.0
2599,7518504291,2014-12-15,535000.0,2,1,1520,3360,1,0,0,4,7,830,690,1927,0,98117,47.6815,-122.382,1470,3774,542500.0,160500.0,Buy,51,12,2014,fall,NA,NA,NA,King County,Washington,542500.0,695500.0,30.0
2601,461004195,2014-11-04,457500.0,2,1,840,5000,1,0,0,4,7,840,0,1908,0,98117,47.6803,-122.371,1240,5000,542500.0,137250.0,Buy,45,11,2014,fall,Madrona Lane,NA,NA,King County,Washington,542500.0,594750.0,30.0
2602,2919701105,2014-12-09,422000.0,2,1,1320,2609,1,0,0,4,7,920,400,1938,0,98117,47.6878,-122.366,1200,4220,542500.0,126600.0,Buy,50,12,2014,fall,Northwest 145th Street,NA,NA,King County,Washington,542500.0,548600.0,30.0
2604,5309101050,2014-11-26,489950.0,3,2,1580,4010,1,0,0,4,7,790,790,1909,0,98117,47.6769,-122.371,1350,5350,542500.0,146985.0,Buy,48,11,2014,fall,Madrona Lane,NA,NA,King County,Washington,542500.0,636935.0,30.0
2610,7519001990,2014-10-27,361500.0,2,1,840,3860,1,0,0,4,6,840,0,1909,0,98117,47.6842,-122.365,1390,3860,542500.0,108450.0,Buy,44,10,2014,fall,Northwest 145th Street,NA,NA,King County,Washington,542500.0,469950.0,30.0
2623,5200100115,2014-11-17,540000.0,3,1,1610,3478,1,0,0,4,7,1060,550,1929,0,98117,47.6774,-122.372,1610,3478,542500.0,162000.0,Buy,47,11,2014,fall,Spring Drive,6,NA,King County,Washington,542500.0,702000.0,30.0
2640,9164100040,2014-10-26,390000.0,2,1,860,5160,1,0,0,4,7,860,0,1909,0,98117,47.6823,-122.388,1090,5356,542500.0,117000.0,Buy,43,10,2014,fall,NA,NA,NA,King County,Washington,542500.0,507000.0,30.0
2641,3727800065,2014-11-13,425000.0,2,1,790,5024,1,0,0,4,7,790,0,1941,0,98117,47.6833,-122.395,1330,5024,542500.0,127500.0,Buy,46,11,2014,fall,NA,NA,Seattle,King County,Washington,542500.0,552500.0,30.0
2650,2922700155,2014-11-25,530000.0,4,2,2000,4700,1,0,0,4,7,1220,780,1944,0,98117,47.6902,-122.368,1560,4700,542500.0,159000.0,Buy,48,11,2014,fall,Olympic Drive,28,NA,King County,Washington,542500.0,689000.0,30.0
2651,7518505910,2014-11-19,528000.0,2,1,1260,5100,1,0,0,4,7,1120,140,1925,0,98117,47.6805,-122.384,1260,5100,542500.0,158400.0,Buy,47,11,2014,fall,NA,NA,NA,King County,Washington,542500.0,686400.0,30.0
2654,7588700007,2014-11-24,457000.0,3,1,1170,3348,1,0,0,4,7,1170,0,1924,0,98117,47.687,-122.378,1590,4219,542500.0,137100.0,Buy,48,11,2014,fall,NA,NA,NA,King County,Washington,542500.0,594100.0,30.0
2663,4443800785,2014-11-21,481000.0,2,1,1620,3880,1,0,0,4,7,920,700,1924,0,98117,47.6855,-122.391,1330,3880,542500.0,144300.0,Buy,47,11,2014,fall,NA,NA,NA,King County,Washington,542500.0,625300.0,30.0
2665,9165100375,2014-11-18,510000.0,5,2,2740,3838,1,0,0,4,7,1370,1370,1959,0,98117,47.6819,-122.393,1660,4040,542500.0,153000.0,Buy,47,11,2014,fall,NA,NA,NA,King County,Washington,542500.0,663000.0,30.0
2683,2473251180,2014-12-17,255000.0,3,1,1180,13650,1,0,0,4,7,1180,0,1967,0,98058,47.4551,-122.154,1460,11730,335000.0,76500.0,Buy,51,12,2014,fall,Woodinville Redmond Road Northeast,NA,NA,King County,Washington,322500.0,331500.0,30.0
2695,1423600300,2014-11-17,249950.0,3,1,1090,7698,1,0,0,5,7,1090,0,1966,0,98058,47.4553,-122.174,1540,7624,335000.0,74985.0,Buy,47,11,2014,fall,124th Place Northeast,15106,NA,King County,Washington,322500.0,324935.0,30.0
2700,8645511350,2014-12-01,300000.0,3,1,1810,21138,1,0,0,4,7,1240,570,1977,0,98058,47.4674,-122.178,1850,12200,335000.0,90000.0,Buy,49,12,2014,fall,Tolt Pipeline Trail,NA,NA,King County,Washington,322500.0,390000.0,30.0
2701,1432400095,2014-11-06,175000.0,3,1,1280,7572,1,0,0,4,6,1280,0,1958,0,98058,47.4491,-122.176,1170,7667,335000.0,52500.0,Buy,45,11,2014,fall,Tolt Pipeline Trail,NA,NA,King County,Washington,322500.0,227500.0,30.0
2706,6752300120,2014-12-01,258900.0,3,2,1400,10436,1,0,0,4,7,1040,360,1985,0,98058,47.4261,-122.144,1860,9318,335000.0,77670.0,Buy,49,12,2014,fall,Tolt Pipeline Trail,NA,NA,King County,Washington,322500.0,336570.0,30.0
2711,8645500270,2014-10-28,246000.0,4,1,1720,7455,1,0,0,4,7,1020,700,1963,0,98058,47.4669,-122.182,1720,7700,335000.0,73800.0,Buy,44,10,2014,fall,Northeast 151st Place,11912,NA,King County,Washington,322500.0,319800.0,30.0
2712,7229210060,2014-12-11,299950.0,3,1,1980,11274,1,0,0,4,7,1480,500,1968,0,98058,47.4474,-122.167,1520,8010,335000.0,89985.0,Buy,50,12,2014,fall,Northeast 151st Street,12927,NA,King County,Washington,322500.0,389935.0,30.0
2718,8645500370,2014-12-03,260000.0,4,1,1740,8100,1,0,0,4,7,1020,720,1962,0,98058,47.467,-122.185,1600,8949,335000.0,78000.0,Buy,49,12,2014,fall,117th Place Northeast,15031,NA,King County,Washington,322500.0,338000.0,30.0
2729,8155000040,2014-10-30,230000.0,3,1,1020,12289,1,0,0,4,7,1020,0,1967,0,98058,47.4235,-122.155,1300,9894,335000.0,69000.0,Buy,44,10,2014,fall,Woodinville Redmond Road Northeast,NA,NA,King County,Washington,322500.0,299000.0,30.0
2730,1432701510,2014-10-21,249000.0,4,2,1280,7560,1,0,0,5,6,1280,0,1959,0,98058,47.45,-122.175,1250,7690,335000.0,74700.0,Buy,43,10,2014,fall,Northeast 152nd Street,15119,NA,King County,Washington,322500.0,323700.0,30.0
2733,1432400120,2014-11-11,165000.0,3,1,1010,7690,1,0,0,4,6,1010,0,1958,0,98058,47.4501,-122.176,1010,7619,335000.0,49500.0,Buy,46,11,2014,fall,Tolt Pipeline Trail,NA,NA,King County,Washington,322500.0,214500.0,30.0
2738,3623059027,2014-10-22,200000.0,2,0,780,55764,1,0,0,4,4,780,0,1945,0,98058,47.442,-122.105,1620,30847,335000.0,60000.0,Buy,43,10,2014,fall,176th Avenue Northeast,15105,NA,King County,Washington,322500.0,260000.0,30.0
2744,984000130,2014-12-23,325000.0,4,2,1920,11603,2,0,0,4,7,1920,0,1967,0,98058,47.4315,-122.169,1840,7350,335000.0,32500.0,Buy,52,12,2014,fall,Northeast 151st Street,15078,NA,King County,Washington,322500.0,357500.0,10.0
2747,1423900080,2014-12-18,260000.0,4,1,1360,7700,1,0,0,4,7,1360,0,1966,0,98058,47.4558,-122.177,1321,7756,335000.0,78000.0,Buy,51,12,2014,fall,Tolt Pipeline Trail,NA,NA,King County,Washington,322500.0,338000.0,30.0
2752,5112800210,2014-10-24,255950.0,4,1,1500,11050,1,0,0,5,7,1500,0,1964,0,98058,47.4509,-122.088,1970,20800,335000.0,76785.0,Buy,43,10,2014,fall,Brook Trails Trail #15,NA,NA,King County,Washington,322500.0,332735.0,30.0
2760,3126069068,2015-04-24,485000.0,4,1,2560,43995,2,0,0,4,7,2560,0,1962,0,98052,47.6945,-122.093,2560,14764,615000.0,145500.0,Buy,17,4,2015,spring,Northeast 153rd Street,18326,NA,King County,Washington,625000.0,630500.0,30.0
2761,8121200810,2015-05-05,585000.0,4,1,2430,7559,1,0,0,4,8,1580,850,1981,0,98052,47.7206,-122.11,1980,8750,615000.0,175500.0,Buy,19,5,2015,spring,Northeast 152nd Street,17337,NA,King County,Washington,625000.0,760500.0,30.0
2768,1494300060,2014-06-11,522000.0,3,1,1730,8400,1,0,0,4,7,1400,330,1980,0,98052,47.6792,-122.115,1830,8636,615000.0,156600.0,Buy,24,6,2014,spring,Northeast 152nd Street,16805,NA,King County,Washington,625000.0,678600.0,30.0
2770,7197300105,2014-05-02,550000.0,4,2,1940,10500,1,0,0,4,7,1140,800,1976,0,98052,47.683,-122.114,2200,10500,615000.0,165000.0,Buy,18,5,2014,spring,Northeast 152nd Street,16913,NA,King County,Washington,625000.0,715000.0,30.0
2789,2193310300,2015-04-01,510000.0,3,2,1430,9250,1,0,0,4,8,990,440,1983,0,98052,47.6952,-122.096,1830,8003,615000.0,153000.0,Buy,14,4,2015,spring,182nd Place Northeast,15376,NA,King County,Washington,625000.0,663000.0,30.0
2792,8562500690,2014-05-13,581000.0,4,1,2090,8164,1,0,0,4,8,1070,1020,1963,0,98052,47.6715,-122.155,1310,7975,615000.0,174300.0,Buy,20,5,2014,spring,Woodinville Redmond Road Northeast,NA,NA,King County,Washington,625000.0,755300.0,30.0
2802,1425059178,2014-05-07,460000.0,3,2,1760,9055,2,0,0,4,7,1760,0,1985,0,98052,47.6534,-122.128,2010,9383,615000.0,138000.0,Buy,19,5,2014,spring,Northeast 153rd Street,15841,NA,King County,Washington,625000.0,598000.0,30.0
2804,8087800020,2014-05-15,412500.0,3,1,1490,8475,1,0,0,4,7,1490,0,1963,0,98052,47.6571,-122.133,1490,8540,615000.0,123750.0,Buy,20,5,2014,spring,Northeast 153rd Street,15499,NA,King County,Washington,625000.0,536250.0,30.0
2811,8562600190,2014-06-23,550000.0,3,1,1840,8086,1,0,0,4,8,1840,0,1964,0,98052,47.67,-122.155,1840,8060,615000.0,165000.0,Buy,26,6,2014,spring,Woodinville Redmond Road Northeast,NA,NA,King County,Washington,625000.0,715000.0,30.0
2814,8087800480,2015-03-31,480000.0,5,2,2040,9597,1,0,0,4,7,1240,800,1963,0,98052,47.6544,-122.134,1800,8553,615000.0,144000.0,Buy,14,3,2015,spring,Northeast 153rd Street,15435,NA,King County,Washington,625000.0,624000.0,30.0
2815,1330900250,2014-05-15,550000.0,3,2,1980,40887,1,0,0,4,8,1980,0,1980,0,98052,47.6478,-122.029,2460,35700,615000.0,165000.0,Buy,20,5,2014,spring,232nd Avenue Northeast,15205,NA,King County,Washington,625000.0,715000.0,30.0
2819,8563020380,2014-05-20,519900.0,4,2,1820,9350,1,0,0,4,8,1820,0,1967,0,98052,47.6288,-122.098,2260,9299,615000.0,155970.0,Buy,21,5,2014,spring,181st Avenue Northeast,15456,NA,King County,Washington,625000.0,675870.0,30.0
2822,1473000020,2014-05-23,416000.0,3,1,1110,9762,1,0,0,4,7,1110,0,1963,0,98052,47.676,-122.15,1900,9720,615000.0,124800.0,Buy,21,5,2014,spring,Sammamish River Trail,NA,NA,King County,Washington,625000.0,540800.0,30.0
2828,1237500120,2014-05-20,300000.0,3,1,1090,9900,1,0,0,4,7,1090,0,1955,0,98052,47.6755,-122.16,1720,10419,615000.0,90000.0,Buy,21,5,2014,spring,Northeast 154th Drive,13472,NA,King County,Washington,625000.0,390000.0,30.0
2829,1828001130,2014-06-17,545000.0,4,2,2030,11585,1,0,0,4,7,1590,440,1967,0,98052,47.6561,-122.13,1960,8977,615000.0,163500.0,Buy,25,6,2014,spring,Northeast 153rd Street,15661,NA,King County,Washington,625000.0,708500.0,30.0
2831,1795900360,2014-06-02,615000.0,4,2,2150,9070,2,0,0,4,8,2150,0,1985,0,98052,47.7279,-122.107,2230,8995,615000.0,184500.0,Buy,23,6,2014,spring,Northeast 152nd Street,17656,NA,King County,Washington,625000.0,799500.0,30.0
2833,7525100530,2015-04-11,432100.0,3,2,1790,2240,2,0,0,4,8,1790,0,1975,0,98052,47.6343,-122.106,1780,2560,615000.0,129630.0,Buy,15,4,2015,spring,Northeast 152nd Street,17698,NA,King County,Washington,625000.0,561730.0,30.0
2834,1508210230,2015-04-28,567000.0,3,2,1800,6875,1,0,0,4,8,1230,570,1974,0,98052,47.6773,-122.11,1800,8749,615000.0,170100.0,Buy,18,4,2015,spring,Northeast 152nd Street,17337,NA,King County,Washington,625000.0,737100.0,30.0
2841,7199320600,2014-05-19,588000.0,3,2,2030,7350,1,0,0,4,7,1190,840,1977,0,98052,47.6939,-122.126,1950,7350,615000.0,176400.0,Buy,21,5,2014,spring,Northeast 153rd Street,15999,NA,King County,Washington,625000.0,764400.0,30.0
2844,8045000180,2015-04-21,585888.0,3,2,1490,7431,1,0,0,4,7,1490,0,1966,0,98052,47.6697,-122.162,1700,7725,615000.0,175766.40000000002,Buy,17,4,2015,spring,Northeast 152nd Street,13348,NA,King County,Washington,625000.0,761654.4,30.000000000000004
2845,7202000220,2015-05-01,426000.0,4,1,1470,5850,1,0,0,4,7,810,660,1973,0,98052,47.7,-122.129,1290,7300,615000.0,127800.0,Buy,18,5,2015,spring,Northeast 153rd Street,15727,NA,King County,Washington,625000.0,553800.0,30.0
2846,8917100180,2014-06-04,583000.0,6,2,2630,16411,1,0,0,4,8,1650,980,1974,0,98052,47.6309,-122.093,2250,12255,615000.0,174900.0,Buy,23,6,2014,spring,Northeast 153rd Street,18326,NA,King County,Washington,625000.0,757900.0,30.0
2848,8644300200,2014-06-05,555000.0,4,2,2020,10720,1,0,0,4,8,1420,600,1976,0,98052,47.6373,-122.104,2190,10164,615000.0,166500.0,Buy,23,6,2014,spring,Northeast 154th Street,17396,NA,King County,Washington,625000.0,721500.0,30.0
2851,193600200,2014-06-19,440000.0,3,1,1170,8740,1,0,0,4,7,1170,0,1968,0,98052,47.6849,-122.117,1870,8448,615000.0,132000.0,Buy,25,6,2014,spring,Northeast 151st Place,16720,NA,King County,Washington,625000.0,572000.0,30.0
2854,5422560860,2015-04-10,450000.0,2,2,1610,6160,2,0,0,4,8,1610,0,1977,0,98052,47.6644,-122.13,1750,6305,615000.0,135000.0,Buy,15,4,2015,spring,Northeast 153rd Street,15661,NA,King County,Washington,625000.0,585000.0,30.0
2856,9475200030,2014-06-16,499000.0,3,1,1750,12325,1,0,0,4,7,1470,280,1968,0,98052,47.6832,-122.118,1820,9750,615000.0,149700.0,Buy,25,6,2014,spring,166th Place Northeast,15153,NA,King County,Washington,625000.0,648700.0,30.0
2861,2909700070,2014-05-27,455500.0,3,2,1460,10311,1,0,0,4,7,1460,0,1975,0,98052,47.6771,-122.156,1690,9679,615000.0,136650.0,Buy,22,5,2014,spring,Woodinville Redmond Road Northeast,NA,NA,King County,Washington,625000.0,592150.0,30.0
2869,7201900370,2015-05-05,440000.0,3,1,1250,8412,1,0,0,4,7,1250,0,1975,0,98052,47.7012,-122.131,1840,8976,615000.0,132000.0,Buy,19,5,2015,spring,Northeast 153rd Street,15599,NA,King County,Washington,625000.0,572000.0,30.0
2873,7205850030,2014-05-09,566000.0,3,2,1660,10140,1,0,0,4,8,1370,290,1980,0,98052,47.6889,-122.128,2100,10125,615000.0,169800.0,Buy,19,5,2014,spring,Northeast 153rd Street,15841,NA,King County,Washington,625000.0,735800.0,30.0
2881,7199340620,2014-06-04,532000.0,4,1,2020,7029,1,0,0,4,7,1430,590,1979,0,98052,47.6983,-122.127,1780,7200,615000.0,159600.0,Buy,23,6,2014,spring,159th Avenue Northeast,15086,NA,King County,Washington,625000.0,691600.0,30.0
2882,2561360120,2014-05-27,475000.0,3,2,1230,11502,1,0,0,4,7,1230,0,1984,0,98052,47.7017,-122.127,1660,11727,615000.0,142500.0,Buy,22,5,2014,spring,159th Avenue Northeast,15086,NA,King County,Washington,625000.0,617500.0,30.0
2885,7200001005,2015-05-01,593777.0,3,1,1510,10450,1,0,0,4,7,1510,0,1964,0,98052,47.684,-122.113,1310,9450,615000.0,178133.09999999998,Buy,18,5,2015,spring,Northeast 152nd Street,17019,NA,King County,Washington,625000.0,771910.1,29.999999999999993
2889,2193340120,2014-06-04,572000.0,3,2,1830,7897,1,0,0,4,8,1290,540,1986,0,98052,47.6914,-122.103,1990,8306,615000.0,171600.0,Buy,23,6,2014,spring,177th Place Northeast,15100,NA,King County,Washington,625000.0,743600.0,30.0
2890,8126300610,2015-04-01,436800.0,3,1,2080,12714,2,0,0,4,8,1540,540,1984,0,98052,47.7056,-122.162,2080,12107,615000.0,131040.0,Buy,14,4,2015,spring,Northeast 152nd Street,13348,NA,King County,Washington,625000.0,567840.0,30.0
2904,1474000050,2014-05-08,437000.0,3,1,1310,9282,1,0,0,4,7,1310,0,1976,0,98052,47.6844,-122.111,1310,8748,615000.0,131100.0,Buy,19,5,2014,spring,Northeast 152nd Street,17231,NA,King County,Washington,625000.0,568100.0,30.0
2905,7199310170,2014-06-16,518000.0,4,2,1740,7500,1,0,0,4,7,1220,520,1976,0,98052,47.6927,-122.124,1790,7350,615000.0,155400.0,Buy,25,6,2014,spring,Northeast 153rd Street,16077,NA,King County,Washington,625000.0,673400.0,30.0
2907,3379100130,2014-06-18,507000.0,4,1,1770,9375,1,0,0,4,7,1170,600,1968,0,98052,47.6935,-122.112,1540,9375,615000.0,152100.0,Buy,25,6,2014,spring,Northeast 152nd Street,17125,NA,King County,Washington,625000.0,659100.0,30.0
2912,2790410250,2014-05-05,615000.0,4,1,2300,11700,1,0,0,4,9,1960,340,1977,0,98052,47.6331,-122.094,2840,12000,615000.0,184500.0,Buy,19,5,2014,spring,Brook Trails Trail #19,NA,NA,King County,Washington,625000.0,799500.0,30.0
2919,8563050110,2014-05-22,592500.0,4,3,2170,8240,1,0,0,4,8,1370,800,1968,0,98052,47.6291,-122.093,2020,7944,615000.0,177750.0,Buy,21,5,2014,spring,Northeast 153rd Street,18326,NA,King County,Washington,625000.0,770250.0,30.0
2922,7525100590,2015-04-06,382000.0,2,2,1350,2560,1,0,0,4,8,1350,0,1974,0,98052,47.6338,-122.106,1800,2560,615000.0,114600.0,Buy,15,4,2015,spring,Northeast 152nd Street,17698,NA,King County,Washington,625000.0,496600.0,30.0
2923,7199350600,2014-06-02,568500.0,3,2,2180,7519,1,0,0,4,7,1310,870,1981,0,98052,47.6959,-122.125,1510,7107,615000.0,170550.0,Buy,23,6,2014,spring,Northeast 153rd Street,16033,NA,King County,Washington,625000.0,739050.0,30.0
2943,9262800171,2015-03-24,252000.0,4,1,1550,19800,1,0,0,4,7,1050,500,1969,0,98001,47.3117,-122.27,1640,22654,260000.0,75600.0,Buy,13,3,2015,winter,Northeast Arrowhead Drive,5801,NA,King County,Washington,255500.0,327600.0,30.0
2945,5402100045,2015-03-11,189950.0,4,2,1910,4225,1,0,0,4,6,910,1000,1919,0,98001,47.3084,-122.234,1060,4800,260000.0,56985.0,Buy,11,3,2015,winter,80th Avenue Northeast,15118,NA,King County,Washington,255500.0,246935.0,30.0
2946,5556800260,2015-03-05,230000.0,4,2,1440,10800,1,0,0,4,7,1440,0,1967,0,98001,47.3417,-122.283,1190,7380,260000.0,69000.0,Buy,10,3,2015,winter,Beach Drive Northeast,NA,NA,King County,Washington,255500.0,299000.0,30.0
2949,3750605349,2015-03-04,210500.0,3,1,1220,9600,1,0,0,5,7,1220,0,1958,0,98001,47.2622,-122.282,1310,9600,260000.0,63150.0,Buy,10,3,2015,winter,Beach Drive Northeast,NA,NA,King County,Washington,255500.0,273650.0,30.0
2953,7585000110,2015-03-26,201700.0,3,1,1010,9576,1,0,0,4,7,1010,0,1967,0,98001,47.2956,-122.272,1540,9576,260000.0,60510.0,Buy,13,3,2015,winter,Northeast Arrowhead Drive,5801,NA,King County,Washington,255500.0,262210.0,30.0
2962,6085000130,2015-03-21,230000.0,3,1,1140,9639,1,0,0,4,7,1140,0,1967,0,98001,47.3112,-122.265,1140,9639,260000.0,69000.0,Buy,12,3,2015,winter,59th Place Northeast,15017,NA,King County,Washington,255500.0,299000.0,30.0
2966,3750605620,2015-03-24,225000.0,3,1,1580,14400,1,0,0,4,7,1580,0,1981,0,98001,47.2598,-122.281,1480,9600,260000.0,67500.0,Buy,13,3,2015,winter,Beach Drive Northeast,NA,NA,King County,Washington,255500.0,292500.0,30.0
2967,1311910300,2015-02-04,260000.0,5,2,2320,6375,1,0,0,4,7,1270,1050,1967,0,98001,47.3351,-122.282,1760,7600,260000.0,26000.0,Buy,6,2,2015,winter,Beach Drive Northeast,NA,NA,King County,Washington,255500.0,286000.0,10.0
2971,3353402400,2015-03-26,124500.0,2,1,840,6480,1,0,0,4,5,840,0,1954,0,98001,47.264,-122.258,1100,7300,260000.0,37350.0,Buy,13,3,2015,winter,65th Avenue Northeast,15157,NA,King County,Washington,255500.0,161850.0,30.0
2975,3750603471,2015-03-27,239950.0,3,2,1560,4800,2,0,0,4,7,1560,0,1974,0,98001,47.2653,-122.285,1510,12240,260000.0,71985.0,Buy,13,3,2015,winter,Burke-Gilman Trail,NA,NA,King County,Washington,255500.0,311935.0,30.0
2976,1311900240,2014-12-30,226500.0,3,2,1560,7000,1,0,0,4,7,1560,0,1968,0,98001,47.3355,-122.284,1560,7200,260000.0,67950.0,Buy,1,12,2014,winter,Beach Drive Northeast,NA,NA,King County,Washington,255500.0,294450.0,30.0
2977,7696610270,2014-12-29,238000.0,3,1,1360,7488,1,0,0,4,7,1050,310,1975,0,98001,47.3314,-122.275,1580,7508,260000.0,71400.0,Buy,1,12,2014,winter,NA,NA,NA,King County,Washington,255500.0,309400.0,30.0
2979,7905400160,2015-02-11,246900.0,3,1,1370,9800,1,0,0,5,7,1370,0,1968,0,98001,47.3068,-122.27,1370,9800,260000.0,74070.0,Buy,7,2,2015,winter,Northeast Arrowhead Drive,5801,NA,King County,Washington,255500.0,320970.0,30.0
2980,5530000030,2015-01-26,233000.0,4,2,2130,9579,1,0,0,4,7,1250,880,1968,0,98001,47.3069,-122.271,1590,9800,260000.0,69900.0,Buy,5,1,2015,winter,Northeast Arrowhead Drive,5801,NA,King County,Washington,255500.0,302900.0,30.0
2981,2730000270,2015-02-12,178500.0,3,1,900,10511,1,0,0,4,6,900,0,1961,0,98001,47.2883,-122.272,1460,10643,260000.0,53550.0,Buy,7,2,2015,winter,Northeast Arrowhead Drive,5801,NA,King County,Washington,255500.0,232050.0,30.0
2983,8856001090,2015-01-30,185900.0,3,1,940,10890,1,0,0,4,5,940,0,1909,0,98001,47.2763,-122.257,1370,10255,260000.0,55770.0,Buy,5,1,2015,winter,65th Avenue Northeast,15157,NA,King County,Washington,255500.0,241670.0,30.0
2992,3751602249,2015-03-05,205000.0,4,1,1340,7920,1,0,0,4,7,1340,0,1970,0,98001,47.2845,-122.267,1090,9600,260000.0,61500.0,Buy,10,3,2015,winter,Northeast Arrowhead Drive,5801,NA,King County,Washington,255500.0,266500.0,30.0
2997,3322049095,2015-02-05,240000.0,3,1,1690,20063,1,0,0,4,7,1690,0,1913,0,98001,47.3556,-122.294,1700,15899,260000.0,72000.0,Buy,6,2,2015,winter,Northeast 149th Street,3198,NA,King County,Washington,255500.0,312000.0,30.0
2998,8856003525,2015-03-23,183500.0,3,1,1010,7520,1,0,0,4,6,1010,0,1975,0,98001,47.2699,-122.255,1370,8469,260000.0,55050.0,Buy,13,3,2015,winter,65th Avenue Northeast,15122,NA,King County,Washington,255500.0,238550.0,30.0
3001,8856004415,2015-03-25,168000.0,3,1,1150,8000,1,0,0,4,6,1150,0,1913,1957,98001,47.2749,-122.252,1170,9600,260000.0,50400.0,Buy,13,3,2015,winter,Northeast Arrowhead Drive,6725,NA,King County,Washington,255500.0,218400.0,30.0
3003,3353401340,2015-02-16,199900.0,4,1,1790,12000,1,0,0,5,6,1790,0,1944,0,98001,47.2664,-122.256,1550,9840,260000.0,59970.0,Buy,8,2,2015,winter,65th Avenue Northeast,15143,NA,King County,Washington,255500.0,259870.0,30.0
3021,1332700270,2014-05-19,215000.0,2,2,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,380000.0,64500.0,Buy,21,5,2014,spring,110th Avenue Northeast,15116,Bothell,King County,Washington,380000.0,279500.0,30.0
3027,7227500830,2014-05-28,151000.0,2,1,720,4222,1,0,0,4,5,720,0,1942,0,98056,47.4965,-122.186,860,4785,380000.0,45300.0,Buy,22,5,2014,spring,116th Place Northeast,15029,NA,King County,Washington,380000.0,196300.0,30.0
3029,3449500135,2014-06-25,276900.0,3,1,1270,7566,1,0,0,4,7,1270,0,1958,0,98056,47.5074,-122.175,1780,7520,380000.0,83070.0,Buy,26,6,2014,spring,Northeast 152nd Street,15119,NA,King County,Washington,380000.0,359970.0,30.0
3030,7227501170,2014-06-26,235867.0,4,2,1330,5926,1,0,0,4,5,1330,0,1942,0,98056,47.496,-122.19,1150,5485,380000.0,70760.09999999998,Buy,26,6,2014,spring,Juanita-Woodinville Way Northeast,15360,Bothell,King County,Washington,380000.0,306627.1,29.99999999999999
3031,3291800510,2014-06-10,310000.0,3,1,1420,7650,1,0,0,4,7,1100,320,1984,0,98056,47.4892,-122.182,1810,7650,380000.0,93000.0,Buy,24,6,2014,spring,Northeast 151st Place,11912,NA,King County,Washington,380000.0,403000.0,30.0
3034,428000055,2015-04-06,322500.0,3,1,1020,13504,1,0,0,5,7,1020,0,1959,0,98056,47.5121,-122.17,1110,11158,380000.0,96750.0,Buy,15,4,2015,spring,127th Place Northeast,15156,NA,King County,Washington,380000.0,419250.0,30.0
3035,418000310,2014-05-14,155000.0,2,1,700,5200,1,0,0,5,6,700,0,1952,0,98056,47.4924,-122.175,1030,5200,380000.0,46500.0,Buy,20,5,2014,spring,Northeast 152nd Street,15119,NA,King County,Washington,380000.0,201500.0,30.0
